InventoryID,DateKey,ProductKey,WarehouseKey,SupplierKey,OpeningStock,StockReceived,StockIssued,ClosingStock,ReorderLevel,SafetyStock,InventoryValue,InventoryStatus,DailyDemand,InventoryTurnover,DaysOfInventory,WarehouseUtilizationPct,CarryingCost,StockAgeDays,ExpiredInventory
13453,20241123,17,5,11,23821,155,144,23832,1360,1008,1143936,Healthy,144,0.01,165.5,34.05,17159.04,70,0
13454,20241123,18,5,12,23852,470,413,23909,3902,2891,95636,Healthy,413,0.02,57.89,34.16,1434.54,55,0
13455,20241123,19,5,13,20632,262,218,20676,2060,1526,372168,Healthy,218,0.01,94.84,29.54,5582.52,67,0
13456,20241123,20,6,14,20249,301,237,20313,2239,1659,528138,Healthy,237,0.01,85.71,40.63,7922.07,70,0
13457,20241123,21,6,15,21181,270,218,21233,2060,1526,318495,Healthy,218,0.01,97.4,42.47,4777.43,39,0
13458,20241123,22,6,16,11157,158,114,11201,1077,798,380834,Healthy,114,0.01,98.25,22.4,5712.51,26,0
13459,20241124,1,1,1,74480,491,438,74533,4139,3066,6111706,Healthy,438,0.01,170.17,41.41,91675.59,61,0
13460,20241124,2,1,1,69626,756,677,69705,6397,4739,7528140,Healthy,677,0.01,102.96,38.73,112922.1,37,0
13461,20241124,3,1,2,62851,1231,1056,63026,9979,7392,8319432,Healthy,1056,0.02,59.68,35.01,124791.48,83,85
13462,20241124,4,1,2,56229,314,255,56288,2409,1785,9906688,Healthy,255,0.0,220.74,31.27,148600.32,53,0
13463,20241124,6,2,3,79585,1622,1447,79760,13674,10129,17148400,Healthy,1447,0.02,55.12,53.17,257226.0,26,0
13464,20241124,8,2,4,65174,382,348,65208,3288,2436,23800920,Healthy,348,0.01,187.38,43.47,357013.8,53,0
13465,20241124,9,3,5,32497,563,532,32528,5027,3724,7806720,Healthy,532,0.02,61.14,27.11,117100.8,41,0
13466,20241124,11,3,6,25665,155,135,25685,1275,945,3801380,Healthy,135,0.01,190.26,21.4,57020.7,33,0
13467,20241124,12,3,6,26847,369,337,26879,3184,2359,23922310,Healthy,337,0.01,79.76,22.4,358834.65,23,0
13468,20241124,13,4,7,19598,187,153,19632,1445,1071,26503200,Healthy,153,0.01,128.31,21.81,397548.0,14,0
13469,20241124,14,4,8,20660,107,78,20689,737,546,38895320,Healthy,78,0.0,265.24,22.99,583429.8,18,0
13470,20241124,15,4,9,19926,104,80,19950,756,560,48877500,Healthy,80,0.0,249.38,22.17,733162.5,40,0
13471,20241124,16,4,10,36629,413,382,36660,3609,2674,22729200,Healthy,382,0.01,95.97,40.73,340938.0,63,0
13472,20241124,18,5,12,23909,678,682,23905,6444,4774,95620,Healthy,682,0.03,35.05,34.15,1434.3,59,0
13473,20241124,20,6,14,20313,283,248,20348,2343,1736,529048,Healthy,248,0.01,82.05,40.7,7935.72,17,0
13474,20241124,21,6,15,21233,305,262,21276,2475,1834,319140,Healthy,262,0.01,81.21,42.55,4787.1,50,0
13475,20241124,22,6,16,11201,97,76,11222,718,532,381548,Healthy,76,0.01,147.66,22.44,5723.22,31,0
13476,20241125,1,1,1,74533,487,463,74557,4375,3241,6113674,Healthy,463,0.01,161.03,41.42,91705.11,89,81
13477,20241125,3,1,2,63026,1112,929,63209,8779,6503,8343588,Healthy,929,0.01,68.04,35.12,125153.82,46,0
13478,20241125,4,1,2,56288,325,267,56346,2523,1869,9916896,Healthy,267,0.0,211.03,31.3,148753.44,61,0
13479,20241125,5,2,3,48143,1311,1169,48285,11047,8183,11974680,Healthy,1169,0.02,41.3,32.19,179620.2,16,0
13480,20241125,6,2,3,79760,976,786,79950,7427,5502,17189250,Healthy,786,0.01,101.72,53.3,257838.75,10,0
13481,20241125,7,2,4,68237,1654,1426,68465,13475,9982,12871420,Healthy,1426,0.02,48.01,45.64,193071.3,90,472
13482,20241125,8,2,4,65208,199,163,65244,1540,1141,23814060,Healthy,163,0.0,400.27,43.5,357210.9,62,0
13483,20241125,9,3,5,32528,174,168,32534,1587,1176,7808160,Healthy,168,0.01,193.65,27.11,117122.4,68,0
13484,20241125,11,3,6,25685,426,296,25815,2797,2072,3820620,Healthy,296,0.01,87.21,21.51,57309.3,18,0
13485,20241125,12,3,6,26879,359,309,26929,2920,2163,23966810,Healthy,309,0.01,87.15,22.44,359502.15,61,0
13486,20241125,13,4,7,19632,194,161,19665,1521,1127,26547750,Healthy,161,0.01,122.14,21.85,398216.25,81,123
13487,20241125,14,4,8,20689,211,177,20723,1672,1239,38959240,Healthy,177,0.01,117.08,23.03,584388.6,15,0
13488,20241125,15,4,9,19950,197,172,19975,1625,1204,48938750,Healthy,172,0.01,116.13,22.19,734081.25,17,0
13489,20241125,16,4,10,36660,193,177,36676,1672,1239,22739120,Healthy,177,0.0,207.21,40.75,341086.8,77,87
13490,20241125,17,5,11,23832,374,290,23916,2740,2030,1147968,Healthy,290,0.01,82.47,34.17,17219.52,75,0
13491,20241125,18,5,12,23905,161,124,23942,1171,868,95768,Healthy,124,0.01,193.08,34.2,1436.52,25,0
13492,20241125,19,5,13,20676,368,304,20740,2872,2128,373320,Healthy,304,0.01,68.22,29.63,5599.8,38,0
13493,20241125,21,6,15,21276,141,114,21303,1077,798,319545,Healthy,114,0.01,186.87,42.61,4793.18,14,0
13494,20241125,22,6,16,11222,47,41,11228,387,287,381752,Healthy,41,0.0,273.85,22.46,5726.28,39,0
13495,20241126,1,1,1,74557,1289,1061,74785,10026,7427,6132370,Healthy,1061,0.01,70.49,41.55,91985.55,56,0
13496,20241126,3,1,2,63209,705,709,63205,6700,4963,8343060,Healthy,709,0.01,89.15,35.11,125145.9,45,0
13497,20241126,4,1,2,56346,458,410,56394,3874,2870,9925344,Healthy,410,0.01,137.55,31.33,148880.16,39,0
13498,20241126,5,2,3,48285,421,376,48330,3553,2632,11985840,Healthy,376,0.01,128.54,32.22,179787.6,10,0
13499,20241126,6,2,3,79950,249,217,79982,2050,1519,17196130,Healthy,217,0.0,368.58,53.32,257941.95,15,0
13500,20241126,7,2,4,68465,1246,1154,68557,10905,8078,12888716,Healthy,1154,0.02,59.41,45.7,193330.74,8,0
13501,20241126,8,2,4,65244,481,337,65388,3184,2359,23866620,Healthy,337,0.01,194.03,43.59,357999.3,43,0
13502,20241126,9,3,5,32534,640,503,32671,4753,3521,7841040,Healthy,503,0.02,64.95,27.23,117615.6,45,0
13503,20241126,10,3,5,26315,254,228,26341,2154,1596,13433910,Healthy,228,0.01,115.53,21.95,201508.65,19,0
13504,20241126,11,3,6,25815,464,374,25905,3534,2618,3833940,Healthy,374,0.01,69.26,21.59,57509.1,85,208
13505,20241126,12,3,6,26929,122,124,26927,1171,868,23965030,Healthy,124,0.0,217.15,22.44,359475.45,66,0
13506,20241126,13,4,7,19665,513,472,19706,4460,3304,26603100,Healthy,472,0.02,41.75,21.9,399046.5,40,0
13507,20241126,14,4,8,20723,205,185,20743,1748,1295,38996840,Healthy,185,0.01,112.12,23.05,584952.6,68,0
13508,20241126,15,4,9,19975,193,155,20013,1464,1085,49031850,Healthy,155,0.01,129.12,22.24,735477.75,58,0
13509,20241126,16,4,10,36676,320,281,36715,2655,1967,22763300,Healthy,281,0.01,130.66,40.79,341449.5,69,0
13510,20241126,17,5,11,23916,203,157,23962,1483,1099,1150176,Healthy,157,0.01,152.62,34.23,17252.64,24,0
13511,20241126,18,5,12,23942,550,464,24028,4384,3248,96112,Healthy,464,0.02,51.78,34.33,1441.68,39,0
13512,20241126,19,5,13,20740,379,325,20794,3071,2275,374292,Healthy,325,0.02,63.98,29.71,5614.38,38,0
13513,20241126,21,6,15,21303,248,197,21354,1861,1379,320310,Healthy,197,0.01,108.4,42.71,4804.65,38,0
13514,20241126,22,6,16,11228,153,133,11248,1256,931,382432,Healthy,133,0.01,84.57,22.5,5736.48,58,0
13515,20241127,1,1,1,74785,968,842,74911,7956,5894,6142702,Healthy,842,0.01,88.97,41.62,92140.53,67,0
13516,20241127,2,1,1,69705,1094,900,69899,8505,6300,7549092,Healthy,900,0.01,77.67,38.83,113236.38,18,0
13517,20241127,3,1,2,63205,1035,779,63461,7361,5453,8376852,Healthy,779,0.01,81.46,35.26,125652.78,68,0
13518,20241127,4,1,2,56394,913,753,56554,7115,5271,9953504,Healthy,753,0.01,75.1,31.42,149302.56,76,99
13519,20241127,6,2,3,79982,734,617,80099,5830,4319,17221285,Healthy,617,0.01,129.82,53.4,258319.27,76,21
13520,20241127,7,2,4,68557,1532,1234,68855,11661,8638,12944740,Healthy,1234,0.02,55.8,45.9,194171.1,90,338
13521,20241127,8,2,4,65388,251,218,65421,2060,1526,23878665,Healthy,218,0.0,300.1,43.61,358179.97,76,174
13522,20241127,9,3,5,32671,290,264,32697,2494,1848,7847280,Healthy,264,0.01,123.85,27.25,117709.2,53,0
13523,20241127,11,3,6,25905,629,485,26049,4583,3395,3855252,Healthy,485,0.02,53.71,21.71,57828.78,10,0
13524,20241127,12,3,6,26927,176,164,26939,1549,1148,23975710,Healthy,164,0.01,164.26,22.45,359635.65,16,0
13525,20241127,13,4,7,19706,197,173,19730,1634,1211,26635500,Healthy,173,0.01,114.05,21.92,399532.5,40,0
13526,20241127,14,4,8,20743,215,181,20777,1710,1267,39060760,Healthy,181,0.01,114.79,23.09,585911.4,38,0
13527,20241127,16,4,10,36715,420,362,36773,3420,2534,22799260,Healthy,362,0.01,101.58,40.86,341988.9,68,0
13528,20241127,18,5,12,24028,586,422,24192,3987,2954,96768,Healthy,422,0.02,57.33,34.56,1451.52,73,0
13529,20241127,19,5,13,20794,247,217,20824,2050,1519,374832,Healthy,217,0.01,95.96,29.75,5622.48,10,0
13530,20241127,20,6,14,20348,290,285,20353,2693,1995,529178,Healthy,285,0.01,71.41,40.71,7937.67,34,0
13531,20241127,21,6,15,21354,287,247,21394,2334,1729,320910,Healthy,247,0.01,86.62,42.79,4813.65,58,0
13532,20241127,22,6,16,11248,107,92,11263,869,644,382942,Healthy,92,0.01,122.42,22.53,5744.13,57,0
13533,20241128,1,1,1,74911,871,805,74977,7607,5635,6148114,Healthy,805,0.01,93.14,41.65,92221.71,61,0
13534,20241128,2,1,1,69899,621,521,69999,4923,3647,7559892,Healthy,521,0.01,134.36,38.89,113398.38,13,0
13535,20241128,3,1,2,63461,1477,1293,63645,12218,9051,8401140,Healthy,1293,0.02,49.22,35.36,126017.1,69,0
13536,20241128,4,1,2,56554,409,340,56623,3213,2380,9965648,Healthy,340,0.01,166.54,31.46,149484.72,5,0
13537,20241128,6,2,3,80099,940,784,80255,7408,5488,17254825,Healthy,784,0.01,102.37,53.5,258822.38,73,0
13538,20241128,7,2,4,68855,844,797,68902,7531,5579,12953576,Healthy,797,0.01,86.45,45.93,194303.64,10,0
13539,20241128,8,2,4,65421,334,258,65497,2438,1806,23906405,Healthy,258,0.0,253.86,43.66,358596.08,38,0
13540,20241128,9,3,5,32697,379,326,32750,3080,2282,7860000,Healthy,326,0.01,100.46,27.29,117900.0,65,0
13541,20241128,10,3,5,26341,229,227,26343,2145,1589,13434930,Healthy,227,0.01,116.05,21.95,201523.95,81,239
13542,20241128,11,3,6,26049,153,140,26062,1323,980,3857176,Healthy,140,0.01,186.16,21.72,57857.64,11,0
13543,20241128,12,3,6,26939,421,336,27024,3175,2352,24051360,Healthy,336,0.01,80.43,22.52,360770.4,63,0
13544,20241128,13,4,7,19730,108,84,19754,793,588,26667900,Healthy,84,0.0,235.17,21.95,400018.5,8,0
13545,20241128,14,4,8,20777,498,398,20877,3761,2786,39248760,Healthy,398,0.02,52.45,23.2,588731.4,15,0
13546,20241128,16,4,10,36773,372,334,36811,3156,2338,22822820,Healthy,334,0.01,110.21,40.9,342342.3,49,0
13547,20241128,17,5,11,23962,240,178,24024,1682,1246,1153152,Healthy,178,0.01,134.97,34.32,17297.28,73,0
13548,20241128,18,5,12,24192,402,284,24310,2683,1988,97240,Healthy,284,0.01,85.6,34.73,1458.6,62,0
13549,20241128,19,5,13,20824,352,284,20892,2683,1988,376056,Healthy,284,0.01,73.56,29.85,5640.84,27,0
13550,20241128,20,6,14,20353,106,100,20359,945,700,529334,Healthy,100,0.0,203.59,40.72,7940.01,51,0
13551,20241128,21,6,15,21394,255,198,21451,1871,1386,321765,Healthy,198,0.01,108.34,42.9,4826.47,85,109
13552,20241128,22,6,16,11263,106,84,11285,793,588,383690,Healthy,84,0.01,134.35,22.57,5755.35,10,0
13553,20241129,1,1,1,74977,991,849,75119,8023,5943,6159758,Healthy,849,0.01,88.48,41.73,92396.37,16,0
13554,20241129,2,1,1,69999,459,353,70105,3335,2471,7571340,Healthy,353,0.01,198.6,38.95,113570.1,27,0
13555,20241129,3,1,2,63645,1927,1522,64050,14382,10654,8454600,Healthy,1522,0.02,42.08,35.58,126819.0,80,120
13556,20241129,5,2,3,48330,342,267,48405,2523,1869,12004440,Healthy,267,0.01,181.29,32.27,180066.6,86,303
13557,20241129,6,2,3,80255,1024,755,80524,7134,5285,17312660,Healthy,755,0.01,106.65,53.68,259689.9,25,0
13558,20241129,7,2,4,68902,1255,993,69164,9383,6951,13002832,Healthy,993,0.01,69.65,46.11,195042.48,51,0
13559,20241129,8,2,4,65497,538,452,65583,4271,3164,23937795,Healthy,452,0.01,145.1,43.72,359066.92,30,0
13560,20241129,9,3,5,32750,248,230,32768,2173,1610,7864320,Healthy,230,0.01,142.47,27.31,117964.8,40,0
13561,20241129,10,3,5,26343,407,296,26454,2797,2072,13491540,Healthy,296,0.01,89.37,22.05,202373.1,72,0
13562,20241129,11,3,6,26062,222,166,26118,1568,1162,3865464,Healthy,166,0.01,157.34,21.77,57981.96,10,0
13563,20241129,12,3,6,27024,233,207,27050,1956,1449,24074500,Healthy,207,0.01,130.68,22.54,361117.5,39,0
13564,20241129,13,4,7,19754,172,145,19781,1370,1015,26704350,Healthy,145,0.01,136.42,21.98,400565.25,85,197
13565,20241129,14,4,8,20877,283,259,20901,2447,1813,39293880,Healthy,259,0.01,80.7,23.22,589408.2,73,0
13566,20241129,16,4,10,36811,597,475,36933,4488,3325,22898460,Healthy,475,0.01,77.75,41.04,343476.9,16,0
13567,20241129,17,5,11,24024,185,177,24032,1672,1239,1153536,Healthy,177,0.01,135.77,34.33,17303.04,48,0
13568,20241129,18,5,12,24310,163,142,24331,1341,994,97324,Healthy,142,0.01,171.35,34.76,1459.86,12,0
13569,20241129,19,5,13,20892,117,97,20912,916,679,376416,Healthy,97,0.0,215.59,29.87,5646.24,6,0
13570,20241129,20,6,14,20359,249,202,20406,1908,1414,530556,Healthy,202,0.01,101.02,40.81,7958.34,24,0
13571,20241129,21,6,15,21451,173,162,21462,1530,1134,321930,Healthy,162,0.01,132.48,42.92,4828.95,9,0
13572,20241129,22,6,16,11285,52,45,11292,425,315,383928,Healthy,45,0.0,250.93,22.58,5758.92,88,21
13573,20241130,1,1,1,75119,837,725,75231,6851,5075,6168942,Healthy,725,0.01,103.77,41.8,92534.13,55,0
13574,20241130,3,1,2,64050,1205,980,64275,9261,6860,8484300,Healthy,980,0.02,65.59,35.71,127264.5,33,0
13575,20241130,4,1,2,56623,984,865,56742,8174,6055,9986592,Healthy,865,0.02,65.6,31.52,149798.88,84,360
13576,20241130,6,2,3,80524,1441,1187,80778,11217,8309,17367270,Healthy,1187,0.01,68.05,53.85,260509.05,45,0
13577,20241130,7,2,4,69164,1034,922,69276,8712,6454,13023888,Healthy,922,0.01,75.14,46.18,195358.32,53,0
13578,20241130,8,2,4,65583,738,594,65727,5613,4158,23990355,Healthy,594,0.01,110.65,43.82,359855.33,57,0
13579,20241130,9,3,5,32768,547,501,32814,4734,3507,7875360,Healthy,501,0.02,65.5,27.35,118130.4,49,0
13580,20241130,11,3,6,26118,259,213,26164,2012,1491,3872272,Healthy,213,0.01,122.84,21.8,58084.08,29,0
13581,20241130,12,3,6,27050,170,164,27056,1549,1148,24079840,Healthy,164,0.01,164.98,22.55,361197.6,21,0
13582,20241130,13,4,7,19781,219,167,19833,1578,1169,26774550,Healthy,167,0.01,118.76,22.04,401618.25,53,0
13583,20241130,14,4,8,20901,124,97,20928,916,679,39344640,Healthy,97,0.0,215.75,23.25,590169.6,23,0
13584,20241130,15,4,9,20013,166,138,20041,1304,966,49100450,Healthy,138,0.01,145.22,22.27,736506.75,27,0
13585,20241130,16,4,10,36933,413,342,37004,3231,2394,22942480,Healthy,342,0.01,108.2,41.12,344137.2,10,0
13586,20241130,17,5,11,24032,166,150,24048,1417,1050,1154304,Healthy,150,0.01,160.32,34.35,17314.56,7,0
13587,20241130,18,5,12,24331,174,143,24362,1351,1001,97448,Healthy,143,0.01,170.36,34.8,1461.72,83,112
13588,20241130,19,5,13,20912,486,451,20947,4261,3157,377046,Healthy,451,0.02,46.45,29.92,5655.69,31,0
13589,20241130,20,6,14,20406,119,106,20419,1001,742,530894,Healthy,106,0.01,192.63,40.84,7963.41,76,127
13590,20241130,21,6,15,21462,317,272,21507,2570,1904,322605,Healthy,272,0.01,79.07,43.01,4839.07,73,0
13591,20241130,22,6,16,11292,159,131,11320,1237,917,384880,Healthy,131,0.01,86.41,22.64,5773.2,41,0
13592,20241201,1,1,1,75231,322,272,75281,2570,1904,6173042,Healthy,272,0.0,276.77,41.82,92595.63,11,0
13593,20241201,2,1,1,70105,1250,1024,70331,9676,7168,7595748,Healthy,1024,0.01,68.68,39.07,113936.22,46,0
13594,20241201,3,1,2,64275,461,391,64345,3694,2737,8493540,Healthy,391,0.01,164.57,35.75,127403.1,35,0
13595,20241201,4,1,2,56742,646,551,56837,5206,3857,10003312,Healthy,551,0.01,103.15,31.58,150049.68,77,236
13596,20241201,5,2,3,48405,553,465,48493,4394,3255,12026264,Healthy,465,0.01,104.29,32.33,180393.96,40,0
13597,20241201,6,2,3,80778,879,706,80951,6671,4942,17404465,Healthy,706,0.01,114.66,53.97,261066.97,45,0
13598,20241201,7,2,4,69276,1335,1131,69480,10687,7917,13062240,Healthy,1131,0.02,61.43,46.32,195933.6,5,0
13599,20241201,8,2,4,65727,307,259,65775,2447,1813,24007875,Healthy,259,0.0,253.96,43.85,360118.12,85,508
13600,20241201,9,3,5,32814,297,231,32880,2182,1617,7891200,Healthy,231,0.01,142.34,27.4,118368.0,77,125
13601,20241201,10,3,5,26454,798,701,26551,6624,4907,13541010,Healthy,701,0.03,37.88,22.13,203115.15,5,0
13602,20241201,11,3,6,26164,318,278,26204,2627,1946,3878192,Healthy,278,0.01,94.26,21.84,58172.88,83,26
13603,20241201,12,3,6,27056,394,362,27088,3420,2534,24108320,Healthy,362,0.01,74.83,22.57,361624.8,75,0
13604,20241201,13,4,7,19833,317,229,19921,2164,1603,26893350,Healthy,229,0.01,86.99,22.13,403400.25,65,0
13605,20241201,14,4,8,20928,188,172,20944,1625,1204,39374720,Healthy,172,0.01,121.77,23.27,590620.8,72,0
13606,20241201,15,4,9,20041,118,91,20068,859,637,49166600,Healthy,91,0.0,220.53,22.3,737499.0,63,0
13607,20241201,16,4,10,37004,380,317,37067,2995,2219,22981540,Healthy,317,0.01,116.93,41.19,344723.1,29,0
13608,20241201,17,5,11,24048,156,159,24045,1502,1113,1154160,Healthy,159,0.01,151.23,34.35,17312.4,11,0
13609,20241201,18,5,12,24362,241,218,24385,2060,1526,97540,Healthy,218,0.01,111.86,34.84,1463.1,11,0
13610,20241201,19,5,13,20947,365,266,21046,2513,1862,378828,Healthy,266,0.01,79.12,30.07,5682.42,84,139
13611,20241201,20,6,14,20419,286,218,20487,2060,1526,532662,Healthy,218,0.01,93.98,40.97,7989.93,67,0
13612,20241201,21,6,15,21507,163,142,21528,1341,994,322920,Healthy,142,0.01,151.61,43.06,4843.8,74,0
13613,20241201,22,6,16,11320,150,112,11358,1058,784,386172,Healthy,112,0.01,101.41,22.72,5792.58,41,0
13614,20241202,1,1,1,75281,2338,2000,75619,18900,14000,6200758,Healthy,2000,0.03,37.81,42.01,93011.37,53,0
13615,20241202,2,1,1,70331,397,328,70400,3099,2296,7603200,Healthy,328,0.0,214.63,39.11,114048.0,46,0
13616,20241202,5,2,3,48493,1393,1118,48768,10565,7826,12094464,Healthy,1118,0.02,43.62,32.51,181416.96,49,0
13617,20241202,6,2,3,80951,1233,999,81185,9440,6993,17454775,Healthy,999,0.01,81.27,54.12,261821.62,52,0
13618,20241202,7,2,4,69480,1135,1037,69578,9799,7259,13080664,Healthy,1037,0.01,67.1,46.39,196209.96,51,0
13619,20241202,8,2,4,65775,420,414,65781,3912,2898,24010065,Healthy,414,0.01,158.89,43.85,360150.97,12,0
13620,20241202,10,3,5,26551,671,583,26639,5509,4081,13585890,Healthy,583,0.02,45.69,22.2,203788.35,37,0
13621,20241202,11,3,6,26204,166,128,26242,1209,896,3883816,Healthy,128,0.0,205.02,21.87,58257.24,61,0
13622,20241202,12,3,6,27088,712,597,27203,5641,4179,24210670,Healthy,597,0.02,45.57,22.67,363160.05,49,0
13623,20241202,13,4,7,19921,325,290,19956,2740,2030,26940600,Healthy,290,0.01,68.81,22.17,404109.0,31,0
13624,20241202,14,4,8,20944,257,208,20993,1965,1456,39466840,Healthy,208,0.01,100.93,23.33,592002.6,20,0
13625,20241202,16,4,10,37067,379,313,37133,2957,2191,23022460,Healthy,313,0.01,118.64,41.26,345336.9,16,0
13626,20241202,17,5,11,24045,330,271,24104,2560,1897,1156992,Healthy,271,0.01,88.94,34.43,17354.88,16,0
13627,20241202,19,5,13,21046,263,193,21116,1823,1351,380088,Healthy,193,0.01,109.41,30.17,5701.32,7,0
13628,20241202,20,6,14,20487,294,256,20525,2419,1792,533650,Healthy,256,0.01,80.18,41.05,8004.75,5,0
13629,20241202,21,6,15,21528,320,281,21567,2655,1967,323505,Healthy,281,0.01,76.75,43.13,4852.57,10,0
13630,20241202,22,6,16,11358,107,89,11376,841,623,386784,Healthy,89,0.01,127.82,22.75,5801.76,52,0
13631,20241203,1,1,1,75619,1781,1599,75801,15110,11193,6215682,Healthy,1599,0.02,47.41,42.11,93235.23,82,217
13632,20241203,3,1,2,64345,519,491,64373,4639,3437,8497236,Healthy,491,0.01,131.11,35.76,127458.54,65,0
13633,20241203,4,1,2,56837,641,569,56909,5377,3983,10015984,Healthy,569,0.01,100.02,31.62,150239.76,53,0
13634,20241203,6,2,3,81185,735,676,81244,6388,4732,17467460,Healthy,676,0.01,120.18,54.16,262011.9,79,271
13635,20241203,7,2,4,69578,350,300,69628,2835,2100,13090064,Healthy,300,0.0,232.09,46.42,196350.96,83,207
13636,20241203,8,2,4,65781,924,935,65770,8835,6545,24006050,Healthy,935,0.01,70.34,43.85,360090.75,52,0
13637,20241203,9,3,5,32880,440,366,32954,3458,2562,7908960,Healthy,366,0.01,90.04,27.46,118634.4,11,0
13638,20241203,11,3,6,26242,518,402,26358,3798,2814,3900984,Healthy,402,0.02,65.57,21.96,58514.76,57,0
13639,20241203,13,4,7,19956,296,284,19968,2683,1988,26956800,Healthy,284,0.01,70.31,22.19,404352.0,61,0
13640,20241203,15,4,9,20068,202,175,20095,1653,1225,49232750,Healthy,175,0.01,114.83,22.33,738491.25,20,0
13641,20241203,17,5,11,24104,645,536,24213,5065,3752,1162224,Healthy,536,0.02,45.17,34.59,17433.36,43,0
13642,20241203,18,5,12,24385,384,293,24476,2768,2051,97904,Healthy,293,0.01,83.54,34.97,1468.56,45,0
13643,20241203,19,5,13,21116,517,470,21163,4441,3290,380934,Healthy,470,0.02,45.03,30.23,5714.01,77,56
13644,20241203,21,6,15,21567,324,252,21639,2381,1764,324585,Healthy,252,0.01,85.87,43.28,4868.77,41,0
13645,20241203,22,6,16,11376,52,41,11387,387,287,387158,Healthy,41,0.0,277.73,22.77,5807.37,31,0
13646,20241204,2,1,1,70400,350,267,70483,2523,1869,7612164,Healthy,267,0.0,263.98,39.16,114182.46,29,0
13647,20241204,3,1,2,64373,1728,1502,64599,14193,10514,8527068,Healthy,1502,0.02,43.01,35.89,127906.02,45,0
13648,20241204,4,1,2,56909,982,828,57063,7824,5796,10043088,Healthy,828,0.01,68.92,31.7,150646.32,40,0
13649,20241204,5,2,3,48768,871,742,48897,7011,5194,12126456,Healthy,742,0.02,65.9,32.6,181896.84,20,0
13650,20241204,6,2,3,81244,670,617,81297,5830,4319,17478855,Healthy,617,0.01,131.76,54.2,262182.83,79,327
13651,20241204,7,2,4,69628,702,607,69723,5736,4249,13107924,Healthy,607,0.01,114.86,46.48,196618.86,53,0
13652,20241204,8,2,4,65770,1462,1286,65946,12152,9002,24070290,Healthy,1286,0.02,51.28,43.96,361054.35,18,0
13653,20241204,9,3,5,32954,138,120,32972,1134,840,7913280,Healthy,120,0.0,274.77,27.48,118699.2,79,245
13654,20241204,11,3,6,26358,979,837,26500,7909,5859,3922000,Healthy,837,0.03,31.66,22.08,58830.0,35,0
13655,20241204,12,3,6,27203,177,148,27232,1398,1036,24236480,Healthy,148,0.01,184.0,22.69,363547.2,21,0
13656,20241204,14,4,8,20993,215,182,21026,1719,1274,39528880,Healthy,182,0.01,115.53,23.36,592933.2,31,0
13657,20241204,15,4,9,20095,422,350,20167,3307,2450,49409150,Healthy,350,0.02,57.62,22.41,741137.25,71,0
13658,20241204,16,4,10,37133,404,363,37174,3430,2541,23047880,Healthy,363,0.01,102.41,41.3,345718.2,18,0
13659,20241204,17,5,11,24213,650,524,24339,4951,3668,1168272,Healthy,524,0.02,46.45,34.77,17524.08,23,0
13660,20241204,18,5,12,24476,287,258,24505,2438,1806,98020,Healthy,258,0.01,94.98,35.01,1470.3,89,39
13661,20241204,19,5,13,21163,389,312,21240,2948,2184,382320,Healthy,312,0.01,68.08,30.34,5734.8,8,0
13662,20241204,20,6,14,20525,255,195,20585,1842,1365,535210,Healthy,195,0.01,105.56,41.17,8028.15,74,0
13663,20241204,21,6,15,21639,177,155,21661,1464,1085,324915,Healthy,155,0.01,139.75,43.32,4873.72,59,0
13664,20241204,22,6,16,11387,150,126,11411,1190,882,387974,Healthy,126,0.01,90.56,22.82,5819.61,68,0
13665,20241205,1,1,1,75801,1710,1382,76129,13059,9674,6242578,Healthy,1382,0.02,55.09,42.29,93638.67,25,0
13666,20241205,2,1,1,70483,473,402,70554,3798,2814,7619832,Healthy,402,0.01,175.51,39.2,114297.48,69,0
13667,20241205,3,1,2,64599,740,684,64655,6463,4788,8534460,Healthy,684,0.01,94.52,35.92,128016.9,30,0
13668,20241205,4,1,2,57063,883,677,57269,6397,4739,10079344,Healthy,677,0.01,84.59,31.82,151190.16,31,0
13669,20241205,5,2,3,48897,387,304,48980,2872,2128,12147040,Healthy,304,0.01,161.12,32.65,182205.6,72,0
13670,20241205,6,2,3,81297,591,547,81341,5169,3829,17488315,Healthy,547,0.01,148.7,54.23,262324.72,72,0
13671,20241205,7,2,4,69723,394,286,69831,2702,2002,13128228,Healthy,286,0.0,244.16,46.55,196923.42,29,0
13672,20241205,8,2,4,65946,1805,1290,66461,12190,9030,24258265,Healthy,1290,0.02,51.52,44.31,363873.97,63,0
13673,20241205,9,3,5,32972,489,461,33000,4356,3227,7920000,Healthy,461,0.01,71.58,27.5,118800.0,79,277
13674,20241205,10,3,5,26639,630,561,26708,5301,3927,13621080,Healthy,561,0.02,47.61,22.26,204316.2,11,0
13675,20241205,12,3,6,27232,494,408,27318,3855,2856,24313020,Healthy,408,0.01,66.96,22.77,364695.3,17,0
13676,20241205,14,4,8,21026,470,438,21058,4139,3066,39589040,Healthy,438,0.02,48.08,23.4,593835.6,22,0
13677,20241205,15,4,9,20167,98,90,20175,850,630,49428750,Healthy,90,0.0,224.17,22.42,741431.25,89,160
13678,20241205,16,4,10,37174,296,246,37224,2324,1722,23078880,Healthy,246,0.01,151.32,41.36,346183.2,57,0
13679,20241205,17,5,11,24339,483,381,24441,3600,2667,1173168,Healthy,381,0.02,64.15,34.92,17597.52,72,0
