MaintenanceID,DateKey,MachineKey,EmployeeKey,PlantKey,MaintenanceType,MaintenanceStatus,Priority,DowntimeMinutes,MaintenanceDurationHours,LaborHours,SparePartsCost,LaborCost,TotalMaintenanceCost,MTTRHours,MTBFDays,MachineAvailabilityPct,MaintenanceEfficiencyPct,TechnicianRating,RepeatFailure
19236,20240402.0,8.0,146.0,2.0,Predictive,Completed,High,20.0,2.91,2.77,335.83,161.96,497.79,2.91,10.35,98.0,93.1,90.76,No
19237,20240402.0,7.0,146.0,2.0,Predictive,In Progress,Low,48.0,3.54,2.84,871.89,167.22,1039.11,3.54,11.98,95.2,91.44,87.16,No
19238,20240402.0,8.0,164.0,2.0,Corrective,Completed,Low,56.0,3.35,3.08,988.18,199.95,1188.13,3.35,21.87,94.4,89.25,87.87,No
19239,20240402.0,9.0,60.0,2.0,Emergency,In Progress,High,20.0,1.9,1.59,881.5,115.66,997.16,1.9,14.81,98.0,96.63,96.72,No
19240,20240402.0,10.0,186.0,2.0,Corrective,In Progress,Low,40.0,3.24,3.43,298.78,274.74,573.52,3.24,7.33,96.0,93.31,92.03,Yes
19241,20240402.0,12.0,160.0,3.0,Preventive,Completed,High,56.0,2.18,1.81,580.95,122.14,703.09,2.18,6.0,94.4,93.2,92.01,Yes
19242,20240402.0,12.0,31.0,3.0,Predictive,Completed,Low,6.0,1.09,1.0,692.65,62.66,755.31,1.09,8.56,99.4,97.34,91.77,No
19243,20240402.0,15.0,31.0,3.0,Predictive,Completed,High,21.0,3.03,3.27,383.47,233.32,616.79,3.03,37.97,97.9,92.12,93.28,No
19244,20240402.0,14.0,75.0,3.0,Predictive,In Progress,Medium,13.0,2.42,2.8,574.98,135.66,710.64,2.42,30.05,98.7,95.26,86.83,No
19245,20240402.0,14.0,31.0,3.0,Emergency,Scheduled,Critical,12.0,0.72,0.58,301.07,28.43,329.5,0.72,11.3,98.8,94.1,91.27,No
19246,20240402.0,12.0,31.0,3.0,Emergency,Scheduled,Medium,19.0,2.87,3.41,1134.82,255.66,1390.48,2.87,16.04,98.1,92.51,91.72,Yes
19247,20240402.0,18.0,191.0,4.0,Emergency,Scheduled,Low,12.0,1.06,0.92,327.98,77.83,405.81,1.06,25.5,98.8,93.3,86.9,Yes
19248,20240402.0,20.0,68.0,4.0,Emergency,In Progress,Critical,32.0,1.29,1.4,568.11,116.82,684.93,1.29,22.43,96.8,91.78,88.93,No
19249,20240402.0,17.0,23.0,4.0,Predictive,Completed,Medium,35.0,2.26,2.64,621.7,214.81,836.51,2.26,15.16,96.5,95.18,90.05,No
19250,20240402.0,19.0,114.0,4.0,Corrective,Scheduled,Low,60.0,1.71,2.04,541.25,115.02,656.27,1.71,14.88,94.0,90.2,97.89,No
19251,20240402.0,23.0,172.0,5.0,Preventive,In Progress,Critical,38.0,2.25,2.57,526.37,184.12,710.49,2.25,29.88,96.2,92.2,96.44,Yes
19252,20240402.0,24.0,111.0,5.0,Predictive,Scheduled,Medium,31.0,2.4,2.08,153.27,153.23,306.5,2.4,15.5,96.9,92.96,97.1,No
19253,20240402.0,21.0,26.0,5.0,Preventive,In Progress,Critical,55.0,2.72,2.51,348.35,181.37,529.72,2.72,10.31,94.5,92.5,94.51,No
19254,20240402.0,23.0,155.0,5.0,Predictive,In Progress,Critical,24.0,1.9,2.03,564.58,131.35,695.93,1.9,26.79,97.6,96.42,92.81,No
19255,20240402.0,21.0,64.0,5.0,Emergency,In Progress,High,50.0,2.57,2.64,825.7,213.88,1039.58,2.57,3.55,95.0,92.18,81.04,Yes
19256,20240402.0,27.0,78.0,6.0,Predictive,In Progress,High,49.0,2.59,2.18,415.26,168.02,583.28,2.59,28.81,95.1,94.09,91.86,No
19257,20240402.0,25.0,50.0,6.0,Emergency,Completed,High,51.0,2.46,2.76,488.12,129.64,617.76,2.46,16.42,94.9,90.69,86.39,Yes
19258,20240402.0,28.0,36.0,6.0,Preventive,In Progress,High,45.0,1.29,1.28,718.37,94.88,813.25,1.29,30.63,95.5,92.7,92.64,Yes
19259,20240402.0,28.0,167.0,6.0,Corrective,Completed,Low,23.0,3.1,2.5,311.91,164.28,476.19,3.1,26.54,97.7,93.39,87.78,No
19260,20240402.0,29.0,82.0,7.0,Preventive,Scheduled,High,32.0,2.46,2.49,348.44,125.9,474.34,2.46,12.64,96.8,91.3,93.92,No
19261,20240402.0,32.0,135.0,7.0,Predictive,Completed,High,30.0,3.42,3.52,312.15,238.67,550.82,3.42,37.84,97.0,91.61,82.02,No
19262,20240402.0,37.0,105.0,8.0,Predictive,In Progress,Critical,48.0,1.68,1.88,235.76,142.05,377.81,1.68,41.4,95.2,90.6,91.54,No
19263,20240402.0,34.0,199.0,8.0,Corrective,Scheduled,Critical,30.0,1.47,1.29,291.84,102.21,394.05,1.47,43.94,97.0,92.91,85.57,No
19264,20240403.0,2.0,98.0,1.0,Emergency,Completed,Low,17.0,0.93,1.04,463.36,58.38,521.74,0.93,16.41,98.3,97.31,81.86,No
19265,20240403.0,4.0,86.0,1.0,Corrective,In Progress,Medium,53.0,1.67,1.94,632.42,90.03,722.45,1.67,7.32,94.7,93.22,90.66,No
19266,20240403.0,4.0,71.0,1.0,Emergency,Scheduled,High,56.0,3.62,3.53,367.83,240.68,608.51,3.62,24.62,94.4,89.51,98.72,No
19267,20240403.0,5.0,100.0,1.0,Predictive,Completed,Critical,50.0,2.56,2.55,798.19,171.48,969.67,2.56,28.73,95.0,92.07,88.39,No
19268,20240403.0,6.0,28.0,1.0,Preventive,In Progress,Low,24.0,2.14,2.5,523.98,130.15,654.13,2.14,15.22,97.6,94.66,83.12,Yes
19269,20240403.0,5.0,71.0,1.0,Emergency,In Progress,Critical,54.0,1.74,1.96,343.15,159.99,503.14,1.74,10.45,94.6,93.55,100.0,No
19270,20240403.0,6.0,127.0,1.0,Corrective,Scheduled,Medium,25.0,2.76,3.13,651.99,170.61,822.6,2.76,27.93,97.5,92.7,90.96,No
19271,20240403.0,2.0,145.0,1.0,Predictive,In Progress,High,11.0,1.37,1.12,717.8,58.77,776.57,1.37,5.81,98.9,94.34,85.06,Yes
19272,20240403.0,3.0,86.0,1.0,Predictive,Completed,Medium,17.0,3.1,2.71,1007.23,222.78,1230.01,3.1,8.78,98.3,96.71,88.8,No
19273,20240403.0,1.0,100.0,1.0,Emergency,Completed,Medium,59.0,2.16,2.15,1253.17,148.08,1401.25,2.16,12.13,94.1,92.71,86.03,Yes
19274,20240403.0,9.0,52.0,2.0,Emergency,In Progress,Low,35.0,3.22,2.87,545.99,189.25,735.24,3.22,10.21,96.5,93.17,92.29,Yes
19275,20240403.0,8.0,175.0,2.0,Emergency,Completed,High,34.0,3.02,2.95,622.01,242.58,864.59,3.02,17.64,96.6,92.78,93.18,No
19276,20240403.0,9.0,107.0,2.0,Corrective,In Progress,Critical,59.0,2.17,1.97,643.21,149.83,793.04,2.17,14.76,94.1,88.62,89.09,No
19277,20240403.0,7.0,106.0,2.0,Corrective,Completed,Low,41.0,2.24,2.33,835.0,127.72,962.72,2.24,21.9,95.9,91.99,84.36,No
19278,20240403.0,7.0,143.0,2.0,Predictive,In Progress,Critical,53.0,2.41,2.08,683.49,150.1,833.59,2.41,7.62,94.7,93.37,99.09,No
19279,20240403.0,9.0,13.0,2.0,Preventive,In Progress,Critical,17.0,1.25,1.35,671.15,64.41,735.56,1.25,13.72,98.3,93.91,82.88,No
19280,20240403.0,10.0,52.0,2.0,Emergency,Completed,Medium,16.0,2.35,2.78,560.17,157.56,717.73,2.35,9.01,98.4,95.97,95.31,No
19281,20240403.0,15.0,166.0,3.0,Corrective,Scheduled,Critical,53.0,3.59,4.05,423.62,196.67,620.29,3.59,19.01,94.7,90.83,91.65,Yes
19282,20240403.0,16.0,160.0,3.0,Preventive,Completed,Critical,46.0,1.59,1.64,594.31,107.92,702.23,1.59,10.74,95.4,91.55,88.44,Yes
19283,20240403.0,12.0,90.0,3.0,Preventive,In Progress,Medium,35.0,1.47,1.58,884.33,96.46,980.79,1.47,14.66,96.5,94.45,85.02,No
19284,20240403.0,15.0,166.0,3.0,Preventive,Completed,Medium,40.0,2.41,2.53,250.03,214.84,464.87,2.41,31.18,96.0,92.02,87.34,Yes
19285,20240403.0,16.0,20.0,3.0,Corrective,In Progress,Low,11.0,2.89,2.35,859.66,158.76,1018.42,2.89,5.27,98.9,97.02,87.57,No
19286,20240403.0,14.0,62.0,3.0,Corrective,Scheduled,Critical,57.0,1.65,1.74,741.69,83.49,825.18,1.65,12.61,94.3,92.97,92.86,No
19287,20240403.0,12.0,149.0,3.0,Preventive,Scheduled,High,43.0,1.27,1.44,772.22,115.12,887.34,1.27,12.55,95.7,94.11,87.12,No
19288,20240403.0,12.0,160.0,3.0,Emergency,In Progress,Critical,35.0,2.32,2.39,587.08,168.67,755.75,2.32,9.31,96.5,94.24,87.03,No
19289,20240403.0,20.0,68.0,4.0,Corrective,In Progress,Medium,58.0,3.38,3.11,556.77,174.8,731.57,3.38,9.28,94.2,91.62,93.05,No
19290,20240403.0,18.0,37.0,4.0,Predictive,Completed,Critical,11.0,2.53,2.33,601.69,120.57,722.26,2.53,12.13,98.9,95.57,89.06,No
19291,20240403.0,18.0,158.0,4.0,Emergency,Scheduled,High,48.0,1.53,1.46,669.68,83.18,752.86,1.53,28.75,95.2,90.88,88.69,Yes
19292,20240403.0,17.0,6.0,4.0,Preventive,Completed,Low,45.0,1.53,1.67,732.91,86.71,819.62,1.53,25.27,95.5,91.48,88.12,No
19293,20240403.0,17.0,49.0,4.0,Corrective,Completed,Medium,54.0,2.39,2.5,388.6,175.2,563.8,2.39,16.07,94.6,90.2,94.36,No
19294,20240403.0,17.0,49.0,4.0,Preventive,Completed,Critical,43.0,2.56,2.87,461.91,201.51,663.42,2.56,11.66,95.7,91.2,93.51,No
19295,20240403.0,23.0,187.0,5.0,Emergency,In Progress,Medium,33.0,1.74,1.88,380.18,144.06,524.24,1.74,17.3,96.7,91.93,96.28,No
19296,20240403.0,22.0,187.0,5.0,Preventive,Scheduled,High,49.0,1.89,1.78,484.32,99.41,583.73,1.89,8.58,95.1,91.2,97.63,Yes
19297,20240403.0,21.0,43.0,5.0,Preventive,Completed,High,53.0,2.2,2.37,731.84,134.63,866.47,2.2,23.11,94.7,91.41,95.19,No
19298,20240403.0,23.0,150.0,5.0,Predictive,In Progress,Medium,18.0,2.82,2.91,390.29,152.61,542.9,2.82,7.07,98.2,92.98,89.17,No
19299,20240403.0,23.0,197.0,5.0,Predictive,Scheduled,Low,51.0,2.46,2.89,403.09,221.91,625.0,2.46,17.0,94.9,93.51,87.7,No
19300,20240403.0,24.0,65.0,5.0,Preventive,Completed,High,10.0,0.73,0.65,152.33,31.62,183.95,0.73,14.12,99.0,94.22,92.03,No
19301,20240403.0,28.0,184.0,6.0,Emergency,In Progress,Low,23.0,1.32,1.2,499.11,59.28,558.39,1.32,19.07,97.7,96.25,93.11,No
19302,20240403.0,26.0,118.0,6.0,Emergency,Completed,Medium,16.0,2.28,2.62,374.27,157.1,531.37,2.28,19.43,98.4,93.22,98.92,No
19303,20240403.0,26.0,97.0,6.0,Corrective,In Progress,Critical,59.0,1.69,1.44,287.23,72.31,359.54,1.69,13.49,94.1,88.8,91.51,No
19304,20240403.0,29.0,45.0,7.0,Predictive,Scheduled,Low,41.0,2.46,2.44,446.72,143.77,590.49,2.46,35.17,95.9,92.19,90.56,No
19305,20240403.0,32.0,115.0,7.0,Preventive,Completed,Low,34.0,2.88,2.52,318.79,168.91,487.7,2.88,54.1,96.6,93.48,96.62,No
19306,20240403.0,29.0,56.0,7.0,Corrective,Scheduled,Low,28.0,1.16,1.16,321.47,61.04,382.51,1.16,7.91,97.2,92.14,86.33,Yes
19307,20240403.0,32.0,141.0,7.0,Emergency,Scheduled,High,54.0,2.24,1.93,456.7,96.02,552.72,2.24,7.87,94.6,91.96,91.71,No
19308,20240403.0,37.0,58.0,8.0,Emergency,In Progress,Medium,17.0,2.25,2.39,274.68,157.91,432.59,2.25,70.96,98.3,93.37,80.4,No
19309,20240403.0,35.0,136.0,8.0,Predictive,Completed,Low,13.0,2.78,3.07,276.28,224.78,501.06,2.78,43.49,98.7,94.3,93.55,No
19310,20240404.0,2.0,54.0,1.0,Preventive,In Progress,Critical,31.0,2.26,1.83,1113.85,101.29,1215.14,2.26,20.65,96.9,94.13,92.32,No
19311,20240404.0,4.0,71.0,1.0,Emergency,Completed,Low,9.0,0.74,0.59,942.7,28.76,971.46,0.74,9.76,99.1,96.91,99.71,No
19312,20240404.0,2.0,86.0,1.0,Preventive,In Progress,Low,40.0,3.1,3.12,1115.49,199.33,1314.82,3.1,16.82,96.0,94.44,93.91,No
19313,20240404.0,4.0,195.0,1.0,Preventive,Completed,Critical,46.0,1.9,1.72,337.58,129.42,467.0,1.9,14.18,95.4,90.53,87.19,Yes
19314,20240404.0,2.0,185.0,1.0,Preventive,In Progress,Medium,33.0,2.64,2.77,785.29,191.16,976.45,2.64,8.66,96.7,94.55,93.0,No
19315,20240404.0,2.0,165.0,1.0,Emergency,Completed,Critical,46.0,1.33,1.32,679.29,84.97,764.26,1.33,5.41,95.4,94.01,81.95,No
19316,20240404.0,5.0,145.0,1.0,Corrective,Completed,Low,27.0,1.3,1.35,770.9,81.71,852.61,1.3,14.43,97.3,95.66,83.84,No
19317,20240404.0,5.0,100.0,1.0,Corrective,Completed,Critical,34.0,1.86,2.01,304.25,159.08,463.33,1.86,27.39,96.6,91.53,86.54,No
19318,20240404.0,7.0,183.0,2.0,Preventive,In Progress,Critical,58.0,3.04,3.03,810.77,212.59,1023.36,3.04,21.98,94.2,93.15,96.6,No
19319,20240404.0,7.0,106.0,2.0,Preventive,Completed,Low,55.0,2.51,2.57,805.69,187.96,993.65,2.51,3.66,94.5,91.13,84.23,No
19320,20240404.0,11.0,81.0,2.0,Predictive,Completed,High,27.0,2.96,2.5,331.31,115.94,447.25,2.96,6.53,97.3,92.21,92.83,No
19321,20240404.0,11.0,140.0,2.0,Corrective,Completed,Critical,47.0,1.35,1.11,466.05,73.41,539.46,1.35,8.65,95.3,93.32,95.78,No
19322,20240404.0,7.0,5.0,2.0,Predictive,In Progress,Low,5.0,1.59,1.34,1147.34,63.56,1210.9,1.59,6.38,99.5,97.23,87.61,Yes
19323,20240404.0,9.0,110.0,2.0,Predictive,Completed,Low,28.0,1.07,1.27,558.52,93.15,651.67,1.07,6.55,97.2,92.83,87.2,No
19324,20240404.0,9.0,122.0,2.0,Preventive,In Progress,Medium,15.0,1.86,1.82,948.32,110.51,1058.83,1.86,11.01,98.5,93.29,92.23,No
19325,20240404.0,11.0,147.0,2.0,Predictive,Scheduled,Critical,25.0,2.11,1.86,526.21,107.69,633.9,2.11,17.94,97.5,95.24,95.61,No
19326,20240404.0,13.0,137.0,3.0,Predictive,Scheduled,Medium,43.0,1.59,1.67,473.19,126.93,600.12,1.59,15.75,95.7,93.88,98.89,No
19327,20240404.0,15.0,90.0,3.0,Corrective,Completed,High,26.0,1.83,1.95,180.26,119.19,299.45,1.83,21.02,97.4,95.25,85.05,No
19328,20240404.0,14.0,29.0,3.0,Corrective,Completed,Critical,32.0,3.22,2.88,557.06,150.34,707.4,3.22,13.65,96.8,92.98,94.32,No
19329,20240404.0,13.0,137.0,3.0,Preventive,Scheduled,Low,21.0,1.33,1.23,599.62,102.21,701.83,1.33,20.98,97.9,96.1,94.19,No
19330,20240404.0,13.0,29.0,3.0,Corrective,In Progress,Medium,49.0,2.04,2.3,788.55,160.8,949.35,2.04,16.42,95.1,89.52,90.99,Yes
19331,20240404.0,17.0,157.0,4.0,Preventive,Completed,Critical,30.0,3.41,3.77,873.65,275.59,1149.24,3.41,5.83,97.0,95.61,99.03,No
19332,20240404.0,18.0,191.0,4.0,Corrective,Scheduled,Critical,12.0,2.8,2.44,362.42,118.08,480.5,2.8,27.76,98.8,94.5,90.52,No
19333,20240404.0,17.0,180.0,4.0,Preventive,Completed,Medium,42.0,3.14,2.73,745.26,196.41,941.67,3.14,12.15,95.8,92.05,87.36,No
19334,20240404.0,18.0,27.0,4.0,Preventive,In Progress,High,18.0,1.11,0.97,302.53,67.42,369.95,1.11,11.22,98.2,96.82,99.18,No
19335,20240404.0,17.0,99.0,4.0,Predictive,Completed,Low,49.0,3.59,3.13,556.84,193.77,750.61,3.59,9.09,95.1,92.72,85.94,No
19336,20240404.0,18.0,180.0,4.0,Corrective,Scheduled,Critical,32.0,2.91,2.76,512.64,148.8,661.44,2.91,26.37,96.8,92.4,86.89,No
19337,20240404.0,17.0,168.0,4.0,Predictive,In Progress,High,34.0,2.26,2.4,907.43,155.48,1062.91,2.26,26.1,96.6,91.44,94.39,No
19338,20240404.0,22.0,67.0,5.0,Corrective,In Progress,Low,26.0,1.55,1.68,694.15,115.97,810.12,1.55,7.84,97.4,92.92,85.73,Yes
19339,20240404.0,23.0,64.0,5.0,Predictive,In Progress,Low,42.0,1.33,1.19,393.12,66.6,459.72,1.33,13.93,95.8,90.19,87.26,No
19340,20240404.0,22.0,128.0,5.0,Predictive,Scheduled,High,7.0,1.81,1.47,323.96,108.68,432.64,1.81,22.34,99.3,98.23,87.08,No
19341,20240404.0,21.0,69.0,5.0,Emergency,Scheduled,Medium,18.0,2.6,2.94,521.13,184.12,705.25,2.6,21.91,98.2,92.52,94.87,Yes
19342,20240404.0,21.0,8.0,5.0,Predictive,Scheduled,Low,13.0,1.08,1.1,458.25,67.6,525.85,1.08,22.25,98.7,94.66,87.67,No
19343,20240404.0,21.0,87.0,5.0,Predictive,Completed,Critical,43.0,3.17,3.64,974.43,256.95,1231.38,3.17,13.23,95.7,90.98,86.06,No
19344,20240404.0,27.0,80.0,6.0,Emergency,Scheduled,High,34.0,3.39,3.5,274.31,173.75,448.06,3.39,36.1,96.6,93.42,98.01,No
19345,20240404.0,25.0,80.0,6.0,Preventive,In Progress,High,49.0,3.73,3.56,848.19,228.31,1076.5,3.73,21.23,95.1,93.28,100.0,No
19346,20240404.0,26.0,50.0,6.0,Preventive,Completed,Low,45.0,1.93,1.68,826.27,88.03,914.3,1.93,29.48,95.5,94.26,87.14,No
19347,20240404.0,28.0,50.0,6.0,Preventive,In Progress,Medium,12.0,0.71,0.6,634.46,36.54,671.0,0.71,5.53,98.8,94.42,85.5,Yes
19348,20240404.0,26.0,184.0,6.0,Predictive,Completed,Critical,32.0,3.06,3.16,505.24,156.36,661.6,3.06,27.65,96.8,91.85,91.21,No
19349,20240404.0,30.0,92.0,7.0,Emergency,Scheduled,Critical,52.0,3.47,3.24,251.44,153.03,404.47,3.47,34.86,94.8,93.01,92.42,No
19350,20240404.0,30.0,173.0,7.0,Emergency,Completed,Critical,11.0,2.59,2.18,451.89,114.69,566.58,2.59,20.29,98.9,96.74,88.92,No
19351,20240404.0,32.0,92.0,7.0,Emergency,Scheduled,Critical,36.0,3.2,3.28,353.81,263.2,617.01,3.2,18.03,96.4,91.22,94.51,No
19352,20240404.0,30.0,45.0,7.0,Corrective,Completed,Critical,46.0,2.74,2.83,432.72,236.07,668.79,2.74,7.72,95.4,92.79,90.53,No
19353,20240404.0,35.0,21.0,8.0,Emergency,Scheduled,Low,48.0,1.81,1.84,341.38,103.7,445.08,1.81,18.71,95.2,92.15,90.07,No
19354,20240405.0,2.0,138.0,1.0,Predictive,Scheduled,Critical,55.0,3.87,3.18,1151.52,192.17,1343.69,3.87,16.77,94.5,89.94,96.17,Yes
19355,20240405.0,5.0,195.0,1.0,Corrective,Scheduled,Medium,16.0,2.43,2.08,392.35,106.73,499.08,2.43,19.72,98.4,95.4,92.04,No
19356,20240405.0,6.0,84.0,1.0,Predictive,Scheduled,High,10.0,3.0,2.76,404.8,198.95,603.75,3.0,10.23,99.0,95.81,87.86,Yes
19357,20240405.0,5.0,22.0,1.0,Predictive,Scheduled,Low,25.0,2.91,2.78,338.67,209.15,547.82,2.91,8.51,97.5,93.11,95.87,No
19358,20240405.0,6.0,165.0,1.0,Predictive,Completed,High,35.0,1.19,1.09,541.68,79.91,621.59,1.19,23.24,96.5,94.51,82.25,Yes
19359,20240405.0,2.0,11.0,1.0,Emergency,Scheduled,Medium,11.0,1.12,1.06,1028.45,84.97,1113.42,1.12,12.38,98.9,93.95,98.14,No
19360,20240405.0,4.0,145.0,1.0,Predictive,Completed,High,36.0,2.2,2.63,330.66,201.02,531.68,2.2,12.62,96.4,92.38,87.77,No
19361,20240405.0,6.0,156.0,1.0,Corrective,Completed,High,19.0,0.98,1.0,429.15,70.84,499.99,0.98,17.19,98.1,92.37,80.93,Yes
19362,20240405.0,4.0,192.0,1.0,Corrective,Completed,Low,34.0,3.56,3.37,880.89,283.81,1164.7,3.56,20.66,96.6,92.9,87.7,Yes
19363,20240405.0,2.0,102.0,1.0,Predictive,Completed,Critical,29.0,1.36,1.17,446.03,71.15,517.18,1.36,14.34,97.1,96.12,94.01,No
19364,20240405.0,10.0,106.0,2.0,Corrective,Scheduled,Medium,10.0,2.83,3.04,691.86,248.62,940.48,2.83,16.1,99.0,94.97,84.14,No
19365,20240405.0,7.0,146.0,2.0,Corrective,Completed,Low,52.0,2.68,2.19,783.44,172.97,956.41,2.68,9.3,94.8,89.64,85.68,No
19366,20240405.0,7.0,110.0,2.0,Corrective,Scheduled,High,50.0,2.17,2.39,1002.54,124.42,1126.96,2.17,6.0,95.0,92.7,88.92,No
19367,20240405.0,8.0,15.0,2.0,Predictive,In Progress,High,51.0,3.34,3.33,738.79,161.74,900.53,3.34,20.93,94.9,91.98,89.02,Yes
19368,20240405.0,11.0,183.0,2.0,Preventive,In Progress,High,28.0,2.68,2.71,676.83,220.73,897.56,2.68,14.37,97.2,92.59,92.52,No
19369,20240405.0,7.0,117.0,2.0,Preventive,Scheduled,Critical,5.0,2.84,3.33,542.91,183.43,726.34,2.84,9.14,99.5,95.65,89.47,Yes
19370,20240405.0,8.0,117.0,2.0,Emergency,Completed,Critical,54.0,1.69,1.59,1037.5,131.13,1168.63,1.69,16.84,94.6,91.92,88.11,Yes
19371,20240405.0,9.0,117.0,2.0,Preventive,Completed,Medium,37.0,3.58,3.31,389.98,239.75,629.73,3.58,7.21,96.3,94.13,88.89,No
19372,20240405.0,14.0,149.0,3.0,Preventive,Scheduled,Low,5.0,1.09,1.03,519.4,76.0,595.4,1.09,21.25,99.5,95.57,82.94,No
19373,20240405.0,16.0,166.0,3.0,Emergency,In Progress,Medium,36.0,1.77,1.99,525.14,118.8,643.94,1.77,21.36,96.4,92.2,88.43,No
19374,20240405.0,12.0,160.0,3.0,Predictive,In Progress,High,56.0,2.62,2.9,631.2,184.26,815.46,2.62,3.27,94.4,90.23,88.42,No
19375,20240405.0,13.0,20.0,3.0,Corrective,Completed,Critical,8.0,2.09,2.15,889.22,136.85,1026.07,2.09,15.55,99.2,97.04,93.48,No
19376,20240405.0,13.0,137.0,3.0,Corrective,In Progress,Low,14.0,1.86,1.75,326.7,106.84,433.54,1.86,6.62,98.6,96.12,98.6,No
19377,20240405.0,13.0,166.0,3.0,Predictive,In Progress,Low,52.0,1.94,1.78,644.76,138.28,783.04,1.94,22.63,94.8,93.04,93.04,No
19378,20240405.0,18.0,49.0,4.0,Emergency,Completed,Low,31.0,2.1,2.09,702.97,167.07,870.04,2.1,13.75,96.9,94.28,92.71,Yes
19379,20240405.0,20.0,191.0,4.0,Emergency,Completed,Medium,54.0,3.82,3.66,275.61,244.23,519.84,3.82,10.89,94.6,93.35,90.13,Yes
19380,20240405.0,17.0,196.0,4.0,Emergency,Scheduled,High,46.0,2.38,2.76,610.59,195.9,806.49,2.38,5.19,95.4,91.42,88.75,No
19381,20240405.0,20.0,23.0,4.0,Emergency,Completed,Critical,8.0,2.91,2.77,829.72,233.39,1063.11,2.91,20.18,99.2,93.87,91.58,No
19382,20240405.0,17.0,191.0,4.0,Preventive,Completed,Medium,11.0,0.94,0.86,936.79,48.77,985.56,0.94,7.94,98.9,95.4,84.28,No
19383,20240405.0,20.0,176.0,4.0,Emergency,In Progress,High,22.0,2.34,2.23,494.67,187.74,682.41,2.34,15.88,97.8,92.03,96.88,Yes
19384,20240405.0,23.0,150.0,5.0,Preventive,Scheduled,Medium,45.0,2.82,3.15,263.17,228.97,492.14,2.82,18.49,95.5,92.27,82.78,Yes
19385,20240405.0,21.0,61.0,5.0,Preventive,Scheduled,Low,29.0,2.1,2.1,946.76,149.26,1096.02,2.1,10.71,97.1,91.85,89.53,No
19386,20240405.0,22.0,155.0,5.0,Emergency,In Progress,Medium,55.0,1.78,1.87,252.43,142.85,395.28,1.78,20.3,94.5,91.2,97.61,No
19387,20240405.0,22.0,200.0,5.0,Corrective,Completed,Critical,34.0,1.8,1.83,328.06,119.27,447.33,1.8,33.47,96.6,92.55,88.44,Yes
19388,20240405.0,28.0,80.0,6.0,Corrective,Scheduled,Low,39.0,3.15,3.39,659.21,211.74,870.95,3.15,16.98,96.1,90.49,98.97,No
19389,20240405.0,28.0,24.0,6.0,Corrective,In Progress,Low,40.0,2.35,2.18,421.37,103.35,524.72,2.35,8.05,96.0,93.19,84.53,No
19390,20240405.0,26.0,171.0,6.0,Corrective,In Progress,Medium,10.0,2.5,2.61,399.29,208.59,607.88,2.5,8.23,99.0,94.93,91.53,No
19391,20240405.0,27.0,139.0,6.0,Predictive,Scheduled,Low,59.0,1.82,2.1,182.92,139.78,322.7,1.82,24.57,94.1,92.7,87.09,No
19392,20240405.0,27.0,42.0,6.0,Predictive,In Progress,Low,15.0,2.29,2.56,177.46,215.3,392.76,2.29,14.35,98.5,94.08,98.18,No
19393,20240405.0,31.0,82.0,7.0,Corrective,Scheduled,Critical,23.0,2.16,1.96,444.69,103.03,547.72,2.16,46.48,97.7,93.96,97.05,No
19394,20240405.0,32.0,141.0,7.0,Emergency,Completed,Low,17.0,2.13,2.23,475.24,160.19,635.43,2.13,17.75,98.3,95.59,90.11,No
19395,20240405.0,29.0,135.0,7.0,Emergency,Completed,Critical,49.0,1.5,1.42,539.03,81.71,620.74,1.5,26.11,95.1,92.08,82.72,No
19396,20240405.0,33.0,120.0,8.0,Corrective,In Progress,High,34.0,1.58,1.53,181.18,103.74,284.92,1.58,28.86,96.6,92.1,94.58,No
19397,20240405.0,33.0,77.0,8.0,Emergency,In Progress,High,55.0,1.84,1.55,365.52,101.1,466.62,1.84,34.99,94.5,92.42,89.78,Yes
19398,20240406.0,5.0,100.0,1.0,Predictive,In Progress,High,41.0,2.79,2.46,582.36,141.0,723.36,2.79,26.3,95.9,93.12,86.87,No
19399,20240406.0,3.0,100.0,1.0,Predictive,Scheduled,Critical,57.0,2.26,1.86,774.89,98.97,873.86,2.26,15.12,94.3,90.68,83.72,No
19400,20240406.0,6.0,102.0,1.0,Emergency,Completed,Critical,60.0,3.42,2.75,644.79,144.1,788.89,3.42,21.27,94.0,92.98,95.14,No
19401,20240406.0,2.0,11.0,1.0,Emergency,Completed,Low,59.0,3.86,3.7,519.45,275.34,794.79,3.86,7.16,94.1,92.02,97.43,No
19402,20240406.0,6.0,134.0,1.0,Emergency,Completed,Critical,21.0,2.09,1.69,394.45,83.41,477.86,2.09,36.21,97.9,93.93,88.23,No
19403,20240406.0,3.0,100.0,1.0,Emergency,Completed,Medium,28.0,1.88,1.64,564.98,109.63,674.61,1.88,8.43,97.2,95.14,84.38,No
19404,20240406.0,1.0,28.0,1.0,Corrective,In Progress,Medium,34.0,3.03,3.63,431.2,228.82,660.02,3.03,6.54,96.6,90.83,84.21,No
19405,20240406.0,11.0,122.0,2.0,Corrective,In Progress,Medium,15.0,2.28,1.84,590.45,127.24,717.69,2.28,15.22,98.5,95.24,94.48,No
19406,20240406.0,10.0,164.0,2.0,Preventive,Scheduled,High,48.0,3.64,3.68,802.05,188.76,990.81,3.64,17.94,95.2,90.41,85.64,No
