ProductionID,DateKey,PlantKey,MachineKey,EmployeeKey,ProductKey,ShiftKey,ProductionHours,MachineUtilizationPct,DowntimeMinutes,QuantityProduced,GoodQuantity,RejectedQuantity,DefectRatePct,OEE,UnitCost,UnitPrice,GrossRevenue,ProductionCost,DowntimeCost,LaborCost,ScrapCost,TotalCost,Profit,ProfitMarginPct,CostPerGoodUnit
30231,20241221,2,10,94,8,3,7.53,84.17,29,287,279,8,2.96,76.57,365,699,195021,104755,367.6,345.79,2920,108388.39,86632.61,44.42,388.49
30232,20241221,3,14,31,11,2,6.74,84.88,38,135,132,3,2.19,75.2,148,299,39468,19980,425.43,277.18,444,21126.61,18341.39,46.47,160.05
30233,20241221,3,14,149,12,1,7.85,87.56,56,147,145,2,1.57,76.1,890,1499,217355,130830,466.89,378.69,1780,133455.58,83899.42,38.6,920.38
30234,20241221,3,16,75,10,3,7.82,76.54,40,254,246,8,3.11,67.81,510,899,221154,129540,455.24,217.74,4080,134292.98,86861.02,39.28,545.91
30235,20241221,3,16,12,11,1,7.23,94.08,26,241,237,4,1.84,86.97,148,299,70863,35668,353.63,368.6,592,36982.23,33880.77,47.81,156.04
30236,20241221,3,16,29,9,2,7.2,93.77,17,250,245,5,1.93,88.28,240,449,110005,60000,157.75,409.67,1200,61767.42,48237.58,43.85,252.11
30237,20241221,3,15,75,11,3,7.88,75.44,45,315,306,9,2.91,66.31,148,299,91494,46620,462.47,219.41,1332,48633.88,42860.12,46.84,158.93
30238,20241221,4,19,194,13,2,7.46,83.55,10,209,205,4,1.84,80.12,1350,2499,512295,282150,92.48,345.05,5400,287987.53,224307.47,43.78,1404.82
30239,20241221,4,18,176,13,3,7.89,81.57,9,128,125,3,2.66,78.14,1350,2499,312375,172800,119.43,301.22,4050,177270.65,135104.35,43.25,1418.17
30240,20241221,4,17,157,13,2,7.79,86.88,32,145,142,3,1.74,79.26,1350,2499,354858,195750,317.21,379.93,4050,200497.14,154360.86,43.5,1411.95
30241,20241221,4,17,108,15,3,7.46,80.58,31,106,103,3,3.18,72.88,2450,4399,453097,259700,249.6,204.64,7350,267504.24,185592.76,40.96,2597.13
30242,20241221,4,19,130,14,3,6.99,76.4,24,197,191,6,2.95,69.83,1880,3399,649209,370360,319.68,265.26,11280,382224.94,266984.06,41.12,2001.18
30243,20241221,4,17,158,15,2,7.82,82.71,23,128,125,3,2.13,76.81,2450,4399,549875,313600,232.94,315.26,7350,321498.19,228376.81,41.53,2571.99
30244,20241221,4,19,49,15,2,6.5,78.85,16,178,175,3,1.85,74.34,2450,4399,769825,436100,215.73,286.54,7350,443952.27,325872.73,42.33,2536.87
30245,20241221,5,21,89,18,3,6.84,84.71,57,198,192,6,2.78,70.73,4,15,2880,792,656.66,408.57,24,1881.23,998.77,34.68,9.8
30246,20241221,5,24,91,18,2,7.33,87.99,20,215,210,5,2.25,82.04,4,15,3150,860,296.12,284.33,20,1460.46,1689.54,53.64,6.95
30247,20241221,5,23,43,18,3,7.29,82.83,18,214,208,6,2.93,77.19,4,15,3120,856,224.79,273.35,24,1378.14,1741.86,55.83,6.63
30248,20241221,5,21,187,16,3,7.25,82.29,56,200,194,6,2.94,69.55,620,1199,232606,124000,596.65,262.65,3720,128579.3,104026.7,44.72,662.78
30249,20241221,5,22,128,16,1,7.27,91.61,60,163,160,3,1.72,77.55,620,1199,191840,101060,569.58,429.93,1860,103919.51,87920.49,45.83,649.5
30250,20241221,6,27,44,20,3,6.92,78.76,20,151,147,4,2.59,72.98,26,59,8673,3926,173.15,205.5,104,4408.65,4264.35,49.17,29.99
30251,20241221,6,27,42,19,2,6.78,82.82,43,136,134,2,1.83,72.98,18,39,5226,2448,506.43,370.98,36,3361.41,1864.59,35.68,25.09
30252,20241221,6,28,79,19,3,6.55,76.27,41,107,103,4,3.5,65.76,18,39,4017,1926,600.53,265.07,72,2863.6,1153.4,28.71,27.8
30253,20241221,7,29,76,21,3,6.78,77.21,49,65,63,2,3.06,65.82,15,35,2205,975,441.27,334.05,30,1780.32,424.68,19.26,28.26
30254,20241221,7,29,126,21,2,7.64,92.37,37,74,72,2,2.06,82.62,15,35,2520,1110,429.56,423.36,30,1992.92,527.08,20.92,27.68
30255,20241221,8,38,74,22,2,7.2,87.2,39,52,51,1,2.03,77.8,34,79,4029,1768,581.81,380.6,34,2764.41,1264.59,31.39,54.2
30256,20241221,8,36,136,22,3,7.01,75.58,23,50,49,1,2.82,70.02,34,79,3871,1700,319.42,204.97,34,2258.39,1612.61,41.66,46.09
30257,20241222,1,1,54,3,1,7.63,88.54,26,547,538,9,1.58,82.14,132,249,133962,72204,268.01,362.51,1188,74022.52,59939.48,44.74,137.59
30258,20241222,1,4,70,2,1,7.59,88.51,17,408,403,5,1.34,84.16,108,199,80197,44064,206.2,165.63,540,44975.83,35221.17,43.92,111.6
30259,20241222,1,1,177,2,3,6.53,81.79,15,380,369,11,3.02,76.38,108,199,73431,41040,223.88,146.81,1188,42598.69,30832.31,41.99,115.44
30260,20241222,1,2,138,5,1,7.95,85.28,30,580,572,8,1.38,78.81,248,449,256828,143840,419.88,287.6,1984,146531.48,110296.52,42.95,256.17
30261,20241222,1,1,71,1,1,7.36,84.71,37,541,535,6,1.11,76.75,82,149,79715,44362,360.07,389.31,492,45603.38,34111.62,42.79,85.24
30262,20241222,1,2,121,2,3,6.6,87.6,42,408,396,12,2.97,76.01,108,199,78804,44064,528.19,325.31,1296,46213.5,32590.5,41.36,116.7
30263,20241222,1,2,121,3,3,7.8,83.97,17,546,527,19,3.49,78.1,132,249,131223,72072,137.27,384.45,2508,75101.72,56121.28,42.77,142.51
30264,20241222,1,2,121,2,3,6.51,76.12,50,462,448,14,3,64.36,108,199,89152,49896,450.07,320.87,1512,52178.95,36973.05,41.47,116.47
30265,20241222,2,9,146,6,3,6.53,83.8,14,245,236,9,3.58,77.84,215,399,94164,52675,188.77,289.4,1935,55088.17,39075.83,41.5,233.42
30266,20241222,2,11,40,6,2,6.92,93.94,37,423,414,9,2.01,83.75,215,399,165186,90945,354.58,307.17,1935,93541.75,71644.25,43.37,225.95
30267,20241222,2,8,85,6,3,7.85,75.53,58,389,377,12,3.04,64.19,215,399,150423,83635,501.68,404.69,2580,87121.37,63301.63,42.08,231.09
30268,20241222,2,9,40,6,2,7.08,80.96,51,331,324,7,2.25,69.73,215,399,129276,71165,447.22,314.27,1505,73431.49,55844.51,43.2,226.64
30269,20241222,2,9,146,8,3,6.67,86.09,33,268,260,8,3.12,76.63,365,699,181740,97820,323.93,295.6,2920,101359.53,80380.47,44.23,389.84
30270,20241222,2,9,146,7,3,7.2,75.26,7,309,300,9,2.92,71.88,188,349,104700,58092,100.8,319.09,1692,60203.89,44496.11,42.5,200.68
30271,20241222,2,11,117,6,2,7.08,86.29,26,425,417,8,1.97,79.48,215,399,166383,91375,302.86,337.33,1720,93735.19,72647.81,43.66,224.78
30272,20241222,3,16,160,10,2,6.83,92.86,56,232,227,5,2.12,78.44,510,899,204073,118320,651.79,206.49,2550,121728.28,82344.72,40.35,536.25
30273,20241222,3,13,12,9,3,7.73,76.5,41,188,183,5,2.67,67.88,240,449,82167,45120,337.53,394.09,1200,47051.62,35115.38,42.74,257.11
30274,20241222,3,16,90,12,2,7.24,85.81,60,219,214,5,2.48,72.27,890,1499,320786,194910,893.74,335.76,4450,200589.5,120196.5,37.47,937.33
30275,20241222,3,13,90,10,1,7.64,93.42,9,156,153,3,1.76,89.82,510,899,137547,79560,110.87,354.3,1530,81555.17,55991.83,40.71,533.04
30276,20241222,3,15,166,12,2,7.27,83.64,20,296,289,7,2.46,77.92,890,1499,433211,263440,197.09,379.21,6230,270246.3,162964.7,37.62,935.11
30277,20241222,3,15,20,10,3,7.14,77.77,50,274,265,9,3.32,66.44,510,899,238235,139740,573.43,240.34,4590,145143.77,93091.23,39.08,547.71
30278,20241222,3,15,29,12,2,6.81,91.57,46,295,290,5,1.83,79.88,890,1499,434710,262550,582.58,387.48,4450,267970.06,166739.94,38.36,924.03
30279,20241222,4,17,108,13,1,6.99,84.86,26,105,103,2,2.16,78.08,1350,2499,257397,141750,259.83,191.75,2700,144901.58,112495.42,43.71,1406.81
30280,20241222,4,17,130,13,3,6.89,80.84,33,104,100,4,3.37,71.53,1350,2499,249900,140400,451.35,261.46,5400,146512.81,103387.19,41.37,1465.13
30281,20241222,4,17,191,13,1,7.91,93.76,41,109,107,2,1.86,84.09,1350,2499,267393,147150,448.55,237.04,2700,150535.59,116857.41,43.7,1406.87
30282,20241222,4,17,99,14,1,6.62,97.32,40,98,96,2,2.01,85.73,1880,3399,326304,184240,557.05,249.34,3760,188806.38,137497.62,42.14,1966.73
30283,20241222,5,21,47,16,1,6.9,91.84,22,194,190,4,1.94,85.17,620,1199,227810,120280,256.21,308.4,2480,123324.62,104485.38,45.87,649.08
30284,20241222,5,21,64,17,3,6.72,87.18,16,183,176,7,3.77,80.52,48,99,17424,8784,146.24,372.01,336,9638.26,7785.74,44.68,54.76
30285,20241222,5,23,10,18,3,6.67,83.77,60,202,195,7,3.22,68.74,4,15,2925,808,507.64,360.38,28,1704.02,1220.98,41.74,8.74
30286,20241222,5,22,63,16,1,7.69,84.92,19,220,217,3,1.29,80.31,620,1199,260183,136400,247.16,349.46,1860,138856.62,121326.38,46.63,639.89
30287,20241222,5,24,65,16,3,7.51,77.85,41,266,259,7,2.58,68.9,620,1199,310541,164920,427.23,420.74,4340,170107.97,140433.03,45.22,656.79
30288,20241222,5,22,200,18,1,7.65,82.78,19,188,185,3,1.54,78.09,4,15,2775,752,179.18,379.12,12,1322.3,1452.7,52.35,7.15
30289,20241222,6,26,133,19,1,7.68,94.21,42,116,114,2,1.52,84.15,18,39,4446,2088,359.03,336.52,36,2819.54,1626.46,36.58,24.73
30290,20241222,6,26,36,20,3,7.83,75.97,43,152,148,4,2.83,67.2,26,59,8732,3952,618.41,408.32,104,5082.73,3649.27,41.79,34.34
30291,20241222,6,27,184,19,3,7.77,88.1,22,154,149,5,3.26,81.22,18,39,5811,2772,237.55,278.06,90,3377.61,2433.39,41.88,22.67
30292,20241222,7,30,141,21,3,7.77,76.27,24,113,110,3,3.02,70.42,15,35,3850,1695,282.85,174.82,45,2197.67,1652.33,42.92,19.98
30293,20241222,7,32,116,21,1,6.94,89.39,56,84,83,1,1.68,76.45,15,35,2905,1260,502.82,266.75,15,2044.56,860.44,29.62,24.63
30294,20241222,7,31,189,21,3,6.9,74.6,40,83,81,2,2.7,65.77,15,35,2835,1245,517.28,174.22,30,1966.5,868.5,30.63,24.28
30295,20241222,8,35,21,22,1,6.9,91.13,43,50,49,1,1.89,80.03,34,79,3871,1700,470.51,206.63,34,2411.15,1459.85,37.71,49.21
30296,20241222,8,33,51,22,3,7.64,80.43,24,50,49,1,2.64,74.69,34,79,3871,1700,320.96,378.15,34,2433.11,1437.89,37.15,49.66
30297,20241222,8,34,58,22,1,6.59,95.07,42,50,49,1,2.22,83.27,34,79,3871,1700,424.64,225.09,34,2383.73,1487.27,38.42,48.65
30298,20241223,1,4,195,4,3,7.46,82.97,49,404,390,14,3.45,71.33,176,329,128310,71104,601.24,346.34,2464,74515.58,53794.42,41.93,191.07
30299,20241223,1,1,84,2,1,7.29,89.84,16,507,499,8,1.54,85.19,108,199,99301,54756,141.98,345.05,864,56107.03,43193.97,43.5,112.44
30300,20241223,1,5,165,2,1,7.89,84.36,31,348,341,7,2.07,77.25,108,199,67859,37584,355.38,324.9,756,39020.28,28838.72,42.5,114.43
30301,20241223,1,2,145,4,1,7.2,88.22,51,404,397,7,1.76,76.46,176,329,130613,71104,603.58,378.18,1232,73317.76,57295.24,43.87,184.68
30302,20241223,1,2,86,1,2,6.56,81.91,36,459,448,11,2.29,72.63,82,149,66752,37638,345.59,162.99,902,39048.58,27703.42,41.5,87.16
30303,20241223,1,5,145,1,3,6.75,78.69,28,274,265,9,3.17,70.84,82,149,39485,22468,260.48,354.54,738,23821.02,15663.98,39.67,89.89
30304,20241223,1,1,134,2,3,6.82,78.81,14,453,439,14,3.09,73.76,108,199,87361,48924,123.74,339.32,1512,50899.05,36461.95,41.74,115.94
30305,20241223,1,2,127,4,2,6.82,90.85,59,445,434,11,2.5,75.83,176,329,142786,78320,793.51,229.76,1936,81279.27,61506.73,43.08,187.28
30306,20241223,2,9,179,6,1,7.62,93.35,19,340,334,6,1.83,87.89,215,399,133266,73100,211.64,277.4,1290,74879.04,58386.96,43.81,224.19
30307,20241223,2,8,5,6,2,6.75,92.56,38,299,294,5,1.75,82.47,215,399,117306,64285,503.81,291.48,1075,66155.29,51150.71,43.6,225.02
30308,20241223,2,10,110,8,1,7.72,91.69,45,241,236,5,1.97,81.06,365,699,164964,87965,434.52,413.95,1825,90638.48,74325.52,45.06,384.06
30309,20241223,2,9,3,7,2,7.84,83.63,57,288,280,8,2.74,71.45,188,349,97720,54144,773.53,335.66,1504,56757.19,40962.81,41.92,202.7
30310,20241223,2,9,179,6,3,7.38,74.14,15,310,299,11,3.46,69.09,215,399,119301,66650,133.24,268.66,2365,69416.9,49884.1,41.81,232.16
30311,20241223,2,7,186,7,3,6.53,74.94,30,375,363,12,3.2,66.99,188,349,126687,70500,337.95,318.44,2256,73412.39,53274.61,42.05,202.24
30312,20241223,2,10,186,8,2,6.64,85.23,16,270,265,5,1.87,80.29,365,699,185235,98550,207.36,323.8,1825,100906.17,84328.83,45.53,380.78
30313,20241223,2,11,178,6,2,7.35,79.52,14,471,460,11,2.35,75.2,215,399,183540,101265,152.1,400.05,2365,104182.15,79357.85,43.24,226.48
30314,20241223,3,16,31,11,1,7.08,87.16,17,232,229,3,1.35,82.59,148,299,68471,34336,185.31,291.17,444,35256.48,33214.52,48.51,153.96
30315,20241223,3,15,149,9,2,6.86,85.42,44,251,245,6,2.31,74.46,240,449,110005,60240,429.23,330.93,1440,62440.17,47564.83,43.24,254.86
30316,20241223,3,13,12,10,3,6.77,77.57,37,170,165,5,3.23,68.43,510,899,148335,86700,339.78,345.15,2550,89934.93,58400.07,39.37,545.06
30317,20241223,3,13,31,9,3,7.94,88.16,18,204,198,6,2.79,82.33,240,449,88902,48960,193.72,326.53,1440,50920.26,37981.74,42.72,257.17
30318,20241223,3,12,166,10,2,7.96,88.22,21,200,196,4,2,82.65,510,899,176204,102000,191.72,415.2,2040,104646.92,71557.08,40.61,533.91
30319,20241223,4,17,180,14,2,7.9,92.83,37,126,123,3,2.2,83.55,1880,3399,418077,236880,403.64,416.03,5640,243339.67,174737.33,41.8,1978.37
30320,20241223,4,19,99,15,2,6.7,85.17,36,171,167,4,2.18,75.73,2450,4399,734633,418950,333.78,252.35,9800,429336.13,305296.87,41.56,2570.88
30321,20241223,4,19,174,15,3,7.17,84.17,8,196,191,5,2.68,80.5,2450,4399,840209,480200,101.96,206.8,12250,492758.76,347450.24,41.35,2579.89
30322,20241223,4,19,174,15,3,6.7,80.22,10,206,200,6,2.89,75.95,2450,4399,879800,504700,90.07,193.24,14700,519683.31,360116.69,40.93,2598.42
30323,20241223,5,21,89,17,3,7.17,84.18,22,196,190,6,2.93,77.43,48,99,18810,9408,197.01,428.28,288,10321.29,8488.71,45.13,54.32
30324,20241223,5,22,19,16,1,6.77,86.89,57,167,164,3,1.62,73.36,620,1199,196636,103540,483.57,325.75,1860,106209.32,90426.68,45.99,647.62
30325,20241223,5,24,64,16,1,7.01,86.57,11,196,192,4,1.8,82.59,620,1199,230208,121520,135.61,388.07,2480,124523.68,105684.32,45.91,648.56
30326,20241223,5,22,182,18,3,7.35,85.33,43,214,208,6,2.89,74.85,4,15,3120,856,447.19,177.18,24,1504.38,1615.62,51.78,7.23
30327,20241223,5,23,83,17,1,7.58,89.83,43,225,221,4,1.64,79.89,48,99,21879,10800,492.39,200.08,192,11684.47,10194.53,46.6,52.87
30328,20241223,5,24,132,18,2,7.3,85.48,15,240,235,5,2.13,80.83,4,15,3525,960,191.17,189.59,20,1360.77,2164.23,61.4,5.79
30329,20241223,6,27,125,19,2,6.75,79.15,47,118,115,3,2.33,68.19,18,39,4485,2124,579.25,243.48,54,3000.73,1484.27,33.09,26.09
30330,20241223,6,26,39,19,2,7.16,89.53,24,105,103,2,2.25,82.92,18,39,4017,1890,232.16,245.93,36,2404.09,1612.91,40.15,23.34
30331,20241223,6,28,36,19,1,7.76,96.51,22,133,131,2,1.25,90.57,18,39,5109,2394,229.51,404.67,36,3064.18,2044.82,40.02,23.39
30332,20241223,7,31,152,21,2,7.24,94.02,18,101,99,2,1.96,88.34,15,35,3465,1515,181.3,203.37,30,1929.66,1535.34,44.31,19.49
30333,20241223,7,29,173,21,2,6.69,80.05,27,66,65,1,1.94,73.53,15,35,2275,990,222.77,152.82,15,1380.59,894.41,39.31,21.24
30334,20241223,7,30,56,21,3,7.32,80.46,21,96,93,3,2.86,74.22,15,35,3255,1440,204.41,297.73,45,1987.14,1267.86,38.95,21.37
30335,20241223,8,34,58,22,1,7.19,88.11,57,50,49,1,1.71,74.94,34,79,3871,1700,644.74,245.58,34,2624.33,1246.67,32.21,53.56
30336,20241224,1,6,127,2,3,7.74,83.17,27,630,609,21,3.29,75.72,108,199,121191,68040,259.88,260.76,2268,70828.64,50362.36,41.56,116.3
30337,20241224,1,5,98,1,2,7.02,80.18,60,316,309,7,2.31,67.24,82,149,46041,25912,787.42,197.45,574,27470.87,18570.13,40.33,88.9
30338,20241224,1,5,170,4,2,7.5,82.04,6,432,423,9,2.07,79.26,176,329,139167,76032,89.87,416.52,1584,78122.39,61044.61,43.86,184.69
30339,20241224,1,1,195,2,1,7.25,95.84,43,496,489,7,1.42,85.15,108,199,97311,53568,509.81,336.6,756,55170.41,42140.59,43.31,112.82
30340,20241224,1,5,185,3,3,7.54,74.79,28,416,405,11,2.61,68.31,132,249,100845,54912,250.97,230.43,1452,56845.4,43999.6,43.63,140.36
30341,20241224,1,5,22,2,3,6.84,81.22,34,342,332,10,2.81,72.31,108,199,66068,36936,302.84,162.63,1080,38481.47,27586.53,41.75,115.91
30342,20241224,1,5,192,5,2,7.11,92.35,8,311,305,6,2.07,88.87,248,449,136945,77128,72.45,188.77,1488,78877.22,58067.78,42.4,258.61
30343,20241224,1,2,177,3,3,6.57,84.66,33,393,379,14,3.45,74.81,132,249,94371,51876,291.16,147.71,1848,54162.87,40208.13,42.61,142.91
30344,20241224,2,10,161,8,2,6.91,88.27,12,259,254,5,2.06,84.06,365,699,177546,94535,121.62,233.21,1825,96714.83,80831.17,45.53,380.77
30345,20241224,2,7,110,7,2,6.64,84.93,56,288,282,6,2.17,71.47,188,349,98418,54144,805.25,356.04,1128,56433.29,41984.71,42.66,200.12
30346,20241224,2,10,60,6,1,7.6,85.94,59,298,295,3,1,74.07,215,399,117705,64070,722.53,257.09,645,65694.62,52010.38,44.19,222.69
30347,20241224,2,10,143,6,2,6.77,85.67,29,291,285,6,2.14,77.91,215,399,113715,62565,242.59,320.4,1290,64418,49297,43.35,226.03
30348,20241224,2,8,53,7,1,6.53,87.69,46,351,347,4,1.09,76.51,188,349,121103,65988,661.59,364.73,752,67766.32,53336.68,44.04,195.29
30349,20241224,2,11,94,7,2,6.67,91.51,6,429,422,7,1.57,88.67,188,349,147278,80652,50.65,306.29,1316,82324.94,64953.06,44.1,195.08
30350,20241224,2,8,110,7,3,7.85,81.46,46,316,305,11,3.62,70.95,188,349,106445,59408,386.77,420.92,2068,62283.69,44161.31,41.49,204.21
30351,20241224,3,15,153,9,3,7.79,87.46,58,354,343,11,3.1,74.23,240,449,154007,84960,640.32,404.15,2640,88644.47,65362.53,42.44,258.44
30352,20241224,3,15,149,11,2,7.84,90.22,26,286,278,8,2.66,82.85,148,299,83122,42328,280.19,378.21,1184,44170.39,38951.61,46.86,158.89
30353,20241224,3,15,20,12,1,7.91,84.94,59,304,299,5,1.61,73.16,890,1499,448201,270560,656.33,266.26,4450,275932.59,172268.41,38.44,922.85
30354,20241224,3,14,62,11,1,6.51,82.31,10,151,148,3,1.69,78.61,148,299,44252,22348,114.03,136.48,444,23042.51,21209.49,47.93,155.69
30355,20241224,3,13,160,10,2,6.86,81.13,47,161,157,4,2.25,70.08,510,899,141143,82110,408.03,207.4,2040,84765.43,56377.57,39.94,539.91
30356,20241224,3,15,12,12,2,7.24,86.59,48,282,276,6,2.01,75.38,890,1499,413724,250980,461.79,369.11,5340,257150.9,156573.1,37.84,931.71
30357,20241224,4,17,27,14,2,6.96,83.11,27,115,113,2,2.06,76.38,1880,3399,384087,216200,309.63,256.32,3760,220525.95,163561.05,42.58,1951.56
30358,20241224,4,18,194,13,1,7.3,88.21,8,100,98,2,1.76,84.87,1350,2499,244902,135000,101.2,337.65,2700,138138.85,106763.15,43.59,1409.58
30359,20241224,4,17,27,15,2,7.35,88.49,24,119,116,3,2.11,81.56,2450,4399,510284,291550,279.35,270.68,7350,299450.03,210833.97,41.32,2581.47
30360,20241224,4,17,68,13,1,7.46,86.37,9,122,120,2,1.56,83.25,1350,2499,299880,164700,134.26,220.67,2700,167754.93,132125.07,44.06,1397.96
30361,20241224,4,20,6,15,2,7.72,86.4,40,122,120,2,1.97,77.64,2450,4399,527880,298900,416.32,287.21,4900,304503.53,223376.47,42.32,2537.53
30362,20241224,5,21,200,16,1,7.26,90.2,29,176,173,3,1.79,82.76,620,1199,207427,109120,370.81,359.79,1860,111710.6,95716.4,46.14,645.73
30363,20241224,5,24,155,16,2,7.43,79.43,48,273,268,5,1.96,69.58,620,1199,321332,169260,384.75,427.11,3100,173171.87,148160.13,46.11,646.16
30364,20241224,5,24,197,16,3,7.23,87.94,18,210,204,6,2.95,81.88,620,1199,244596,130200,166.76,350.91,3720,134437.67,110158.33,45.04,659.01
30365,20241224,5,23,64,16,2,7.95,88.16,47,220,215,5,2.24,77.67,620,1199,257785,136400,697.91,440.11,3100,140638.02,117146.98,45.44,654.13
30366,20241224,5,24,155,16,2,6.81,80.55,38,232,227,5,2.25,71.48,620,1199,272173,143840,562.8,391.47,3100,147894.27,124278.73,45.66,651.52
30367,20241224,5,23,83,16,3,7.85,78.7,55,203,196,7,3.43,67.11,620,1199,235004,125860,609,207.21,4340,131016.2,103987.8,44.25,668.45
30368,20241224,6,28,24,20,1,7.43,86.18,25,103,102,1,1.38,80.56,26,59,6018,2678,211.27,211.3,26,3126.57,2891.43,48.05,30.65
30369,20241224,6,25,151,20,1,6.54,88.02,15,124,122,2,1.62,83.29,26,59,7198,3224,192.9,359.4,52,3828.3,3369.7,46.81,31.38
30370,20241224,6,27,118,20,3,7.31,80.06,49,151,146,5,2.99,68.76,26,59,8614,3926,453.3,382.76,130,4892.05,3721.95,43.21,33.51
30371,20241224,6,27,44,20,3,7.8,87.96,45,150,146,4,2.62,77.38,26,59,8614,3900,439.75,231.63,104,4675.39,3938.61,45.72,32.02
30372,20241224,6,27,16,19,3,7.73,86.29,21,129,125,4,3.46,79.83,18,39,4875,2322,169.64,392.54,72,2956.18,1918.82,39.36,23.65
30373,20241224,7,29,190,21,1,6.7,92.86,47,73,72,1,1.51,80.88,15,35,2520,1095,703.6,136.75,15,1950.36,569.64,22.6,27.09
30374,20241224,7,32,101,21,3,6.95,84.05,20,86,83,3,3.37,77.23,15,35,2905,1290,185.63,348.91,45,1869.54,1035.46,35.64,22.52
30375,20241224,8,35,74,22,3,6.68,87.43,55,50,49,1,2.94,73.92,34,79,3871,1700,525.06,353.12,34,2612.17,1258.83,32.52,53.31
30376,20241225,1,2,84,4,3,7.75,84.92,18,478,464,14,2.91,79.24,176,329,152656,84128,203.78,366.82,2464,87162.6,65493.4,42.9,187.85
30377,20241225,1,5,165,1,3,6.61,87.11,23,284,275,9,3.21,79.46,82,149,40975,23288,252.8,272.19,738,24550.99,16424.01,40.08,89.28
30378,20241225,1,3,70,4,3,7.86,82.87,29,451,437,14,3.17,75.36,176,329,143773,79376,244.01,171.52,2464,82255.53,61517.47,42.79,188.23
30379,20241225,1,4,71,2,2,7.97,89.86,46,429,422,7,1.68,79.89,108,199,83978,46332,577.01,421.57,756,48086.58,35891.42,42.74,113.95
30380,20241225,1,1,134,1,2,6.55,80.22,47,393,384,9,2.2,69.01,82,149,57216,32226,680.8,325.88,738,33970.68,23245.32,40.63,88.47
30381,20241225,1,4,177,1,2,6.51,88.06,18,339,331,8,2.43,82.02,82,149,49319,27798,208.9,146.36,656,28809.26,20509.74,41.59,87.04
30382,20241225,1,2,195,1,3,7.44,78.25,44,464,449,15,3.27,68.26,82,149,66901,38048,646.75,345.42,1230,40270.17,26630.83,39.81,89.69
30383,20241225,2,8,122,8,2,7.38,85.6,53,374,366,8,2.13,73.74,365,699,255834,136510,648.87,418.9,2920,140497.77,115336.23,45.08,383.87
30384,20241225,2,9,66,8,1,7.51,85.24,59,319,313,6,1.9,72.69,365,699,218787,116435,693.79,412.87,2190,119731.66,99055.34,45.27,382.53
30385,20241225,2,10,117,6,3,7.83,76.93,26,277,268,9,3.24,70.31,215,399,106932,59555,384.54,373.07,1935,62247.61,44684.39,41.79,232.27
30386,20241225,2,11,40,6,1,7.79,94.33,16,481,475,6,1.3,89.96,215,399,189525,103415,198.93,345.79,1290,105249.71,84275.29,44.47,221.58
30387,20241225,2,8,95,6,3,7.07,85.69,31,335,323,12,3.62,76.58,215,399,128877,72025,283.75,344.86,2580,75233.62,53643.38,41.62,232.92
30388,20241225,2,8,1,8,1,7.71,91.82,31,359,355,4,1,84.71,365,699,248145,131035,401.09,171.12,1460,133067.21,115077.79,46.38,374.84
30389,20241225,2,10,52,6,3,6.8,76.23,14,272,264,8,2.76,71.45,215,399,105336,58480,144.05,384.04,1720,60728.09,44607.91,42.35,230.03
30390,20241225,2,9,117,8,1,7.27,91.3,11,325,319,6,1.87,87.35,365,699,222981,118625,130.72,346.39,2190,121292.11,101688.89,45.6,380.23
30391,20241225,2,11,140,7,3,6.58,86.79,58,467,455,12,2.57,72.14,188,349,158795,87796,544.44,254.54,2256,90850.98,67944.02,42.79,199.67
30392,20241225,3,16,90,12,1,6.84,92.92,21,215,211,4,1.67,86.53,890,1499,316289,191350,222.54,317.2,3560,195449.74,120839.26,38.21,926.3
30393,20241225,3,13,90,11,1,7.22,85.58,46,162,158,4,2.2,74.6,148,299,47242,23976,557.75,334.83,592,25460.58,21781.42,46.11,161.14
30394,20241225,3,15,62,11,1,7.29,83.33,36,310,307,3,1,75.73,148,299,91793,45880,509.59,152.83,444,46986.43,44806.57,48.81,153.05
30395,20241225,3,12,166,11,1,7.37,93.83,38,201,197,4,1.84,84.06,148,299,58903,29748,466.45,384.42,592,31190.88,27712.12,47.05,158.33
30396,20241225,3,12,153,12,2,7.72,83.53,39,224,220,4,1.65,75.13,890,1499,329780,199360,440.95,400.52,3560,203761.46,126018.54,38.21,926.19
30397,20241225,3,16,160,12,2,6.64,93.63,41,204,199,5,2.53,81.94,890,1499,298301,181560,488.12,200.75,4450,186698.87,111602.13,37.41,938.19
30398,20241225,4,17,49,14,1,6.62,84.18,22,110,108,2,1.6,78.07,1880,3399,367092,206800,225.17,291.83,3760,211077,156015,42.5,1954.42
30399,20241225,4,20,27,14,3,6.92,79.49,53,127,123,4,3.01,67.16,1880,3399,418077,238760,625.4,254.84,7520,247160.25,170916.75,40.88,2009.43
30400,20241225,4,19,41,15,3,7.4,75.49,25,201,195,6,2.93,69.11,2450,4399,857805,492450,256.85,409.35,14700,507816.2,349988.8,40.8,2604.19
30401,20241225,4,20,27,15,2,6.86,93.28,42,133,130,3,2.04,81.87,2450,4399,571870,325850,558.19,252.63,7350,334010.82,237859.18,41.59,2569.31
30402,20241225,4,17,158,14,3,6.59,87.56,60,99,96,3,2.85,72.02,1880,3399,326304,186120,768.2,265.67,5640,192793.86,133510.14,40.92,2008.27
